"year","x","y","OGI","OGMn","GSL.50","EVImax","elevation","cos_aspect","slope","height_canopy","aspen_cover","tmax.q99.t.minus.2","tmax.q99.t.minus.1","tmax.q99.t.minus.0","snowmelt.date.t.minus.2","snowmelt.date.t.minus.1","snowmelt.date.t.minus.0","soilmoisture0.1.q01.t.minus.2","soilmoisture0.1.q01.t.minus.1","soilmoisture0.1.q01.t.minus.0","soilmoisture0.1.run.med.t.minus.2","soilmoisture0.1.run.med.t.minus.1","soilmoisture0.1.run.med.t.minus.0","cytotype"
"2016",326385,4312515,148,294,104,5589,3168.49584960938,-0.895547986030579,23.5259246826172,14.8173494338989,0.522655546665192,297.001831054688,296.685150146484,297.691680908203,154.250152587891,152.014923095703,141.285537719727,0.0858736112713814,0.0929036363959312,0.0856570899486542,11.1409940719604,31.2492294311523,54.8340110778809,"diploid"
"2016",326265,4312485,150,284,96,6316,3173.9150390625,-0.973529040813446,22.9888439178467,18.0921287536621,0.594098448753357,296.974975585938,296.661376953125,297.668121337891,153.51953125,153,138.891082763672,0.0854405388236046,0.092440277338028,0.0851119309663773,11.1973123550415,35.0084800720215,54.4696578979492,"triploid"
"2016",326265,4312425,149,290,101,6263,3147.06127929688,-0.973644852638245,24.0413761138916,19.8254642486572,0.582269132137299,296.999114990234,296.682464599609,297.686187744141,152.862197875977,152.472442626953,137.427810668945,0.0860838741064072,0.0932154208421707,0.0859046429395676,11.0365056991577,35.6924896240234,53.6127815246582,"diploid"
"2016",326145,4312395,150,285,101,5316,3144.32543945312,-0.822637379169464,17.1541004180908,14.6900796890259,0.651267290115356,296.969573974609,296.656311035156,297.660034179688,152.329833984375,151.625823974609,137.491912841797,0.0860742405056953,0.0933145955204964,0.0859108045697212,11.0264358520508,38.52783203125,52.6896629333496,"triploid"
"2016",326175,4312395,147,291,103,5781,3141.24145507812,-0.848337113857269,19.2104625701904,16.2902717590332,0.649897813796997,296.97998046875,296.665496826172,297.668853759766,152.398132324219,151.642959594727,137.605651855469,0.0861694887280464,0.0934032052755356,0.0860245376825333,11.0069036483765,37.8773803710938,52.796932220459,"triploid"
"2016",326205,4312395,147,290,103,5960,3138.92456054688,-0.961606562137604,20.5497341156006,16.5226821899414,0.653941333293915,296.990386962891,296.674682617188,297.677642822266,152.464904785156,151.660079956055,137.716384887695,0.086258128285408,0.0934830233454704,0.0861296504735947,10.9884090423584,37.2413635253906,52.9129333496094,"triploid"
"2016",326235,4312365,150,282,99,5422,3124.83154296875,-0.970327615737915,20.7034587860107,17.1243133544922,0.566868841648102,297.012725830078,296.694274902344,297.695373535156,152.149200439453,150.89909362793,138.099594116211,0.0867103487253189,0.0940061062574387,0.0866856947541237,10.8829393386841,36.855899810791,52.5451850891113,"triploid"
"2016",326325,4312365,146,286,100,5939,3117.08984375,-0.949952900409698,23.6743316650391,16.5581169128418,0.536006510257721,297.044372558594,296.722198486328,297.72216796875,152.44157409668,150.950454711914,138.615875244141,0.0868212431669235,0.0940396338701248,0.0867992118000984,10.8517589569092,35.2860794067383,53.0977478027344,"triploid"
"2016",326265,4312335,148,283,100,5953,3112.13037109375,-0.945142924785614,21.5187911987305,17.5455284118652,0.551732122898102,297.035369873047,296.714172363281,297.71337890625,151.824905395508,150.138107299805,138.465667724609,0.0870989784598351,0.0944447070360184,0.0871589407324791,10.7874383926392,36.6091804504395,52.2613525390625,"triploid"
"2016",326295,4312335,147,284,101,6069,3108.24487304688,-0.925636649131775,22.2556381225586,19.4001960754395,0.568503081798553,297.046081542969,296.723602294922,297.722473144531,151.957580566406,150.155227661133,138.708206176758,0.0871041193604469,0.0944136008620262,0.0871553421020508,10.7820358276367,36.1553535461426,52.4875373840332,"triploid"
