"yvar","variable","importance"
"OGI","snowmelt.t.minus.0",33283.4579716995
"OGI","snowmelt.t.minus.0",32381.5892099973
"OGI","snowmelt.t.minus.0",33119.584561795
"OGI","snowmelt.t.minus.0",32025.6197597286
"OGI","snowmelt.t.minus.0",34675.7280937346
"OGI","snowmelt.t.minus.0",31859.6022558994
"OGMn","snowmelt.t.minus.0",30967.5220434345
"OGMn","snowmelt.t.minus.0",26520.4549195864
"OGMn","snowmelt.t.minus.0",30926.3776878186
"OGMn","snowmelt.t.minus.0",30452.1706309152
"OGMn","snowmelt.t.minus.0",29653.6186353309
"OGMn","snowmelt.t.minus.0",30907.1731749109
"OGMn","snowmelt.t.minus.0",33692.5243272956
"OGMn","snowmelt.t.minus.0",31304.0713657873
"OGMn","snowmelt.t.minus.0",32786.3192287346
"OGMn","snowmelt.t.minus.0",34274.1525807478
"GSL.50","snowmelt.t.minus.0",28672.808171151
"GSL.50","snowmelt.t.minus.0",27870.0122636742
"GSL.50","snowmelt.t.minus.0",29016.3580228979
"GSL.50","snowmelt.t.minus.0",29060.2568795456
"GSL.50","snowmelt.t.minus.0",28914.3167928435
"GSL.50","snowmelt.t.minus.0",25911.1037798667
"GSL.50","snowmelt.t.minus.0",30034.3444577962
"GSL.50","snowmelt.t.minus.0",28143.0979392411
"GSL.50","snowmelt.t.minus.0",28112.3941351352
"GSL.50","snowmelt.t.minus.0",29132.7926089228
"EVImax","snowmelt.t.minus.0",0.234907453518547
"EVImax","snowmelt.t.minus.0",0.226992604143206
"EVImax","snowmelt.t.minus.0",0.223511840951223
"EVImax","snowmelt.t.minus.0",0.242982275699507
"EVImax","snowmelt.t.minus.0",0.248682573538528
"EVImax","snowmelt.t.minus.0",0.21712780572372
"EVImax","snowmelt.t.minus.0",0.209526541626679
"EVImax","snowmelt.t.minus.0",0.233506205289551
"EVImax","snowmelt.t.minus.0",0.244731612634409
"EVImax","snowmelt.t.minus.0",0.250681531686712
"OGI","sm_q01.t.minus.3",2850.6290810909
"OGI","sm_q01.t.minus.3",2807.39970323265
"OGI","sm_q01.t.minus.3",2664.30795885776
"OGI","sm_q01.t.minus.3",2807.49578570178
"OGI","sm_q01.t.minus.3",2857.72044974373
"OGI","sm_q01.t.minus.3",2661.18884364894
"OGI","sm_q01.t.minus.3",2761.7089705726
"OGI","sm_q01.t.minus.3",2801.27758373879
"OGI","sm_q01.t.minus.3",3056.98006015143
"OGI","sm_q01.t.minus.3",2963.78612483365
"OGMn","sm_q01.t.minus.3",13761.665374519
"OGMn","sm_q01.t.minus.3",12665.6420605509
"OGMn","sm_q01.t.minus.3",11985.961677487
"OGMn","sm_q01.t.minus.3",11678.813746521
"OGMn","sm_q01.t.minus.3",12805.7723139891
