"x","year","yhat.q50","yhat.q05","yhat.q95","yvar","xvar"
2733.365234375,2016,136.295032350407,136.060647889317,136.386612633344,"OGI","elevation"
2790.04459635417,2016,136.263661868606,136.073727806556,136.419558165987,"OGI","elevation"
2846.72395833333,2016,136.362591423194,136.170595672223,136.533055603986,"OGI","elevation"
2903.4033203125,2016,136.586833284778,136.389798243424,136.777440625204,"OGI","elevation"
2960.08268229167,2016,137.120155245121,136.941083104582,137.355077614005,"OGI","elevation"
3016.76204427083,2016,137.908240495078,137.735084053977,138.182738414015,"OGI","elevation"
3073.44140625,2016,138.265406631713,138.134238973809,138.474695034643,"OGI","elevation"
3130.12076822917,2016,138.294581689044,138.155541058331,138.50651957446,"OGI","elevation"
3186.80013020833,2016,138.316288532133,138.187270504928,138.536866972719,"OGI","elevation"
3243.4794921875,2016,138.317316879538,138.192301507672,138.541026304577,"OGI","elevation"
2733.365234375,2017,136.012075971827,135.859070336636,136.220238872891,"OGI","elevation"
2790.04459635417,2017,135.972336582362,135.881698326385,136.253040681648,"OGI","elevation"
2846.72395833333,2017,136.093126538188,135.969011330359,136.355211070822,"OGI","elevation"
2903.4033203125,2017,136.353661531145,136.195558470961,136.592639595195,"OGI","elevation"
2960.08268229167,2017,136.951663915585,136.787111136326,137.255113708163,"OGI","elevation"
3016.76204427083,2017,137.782303077527,137.611169855699,138.104674598806,"OGI","elevation"
3073.44140625,2017,138.116055438452,138.009937904804,138.393065711592,"OGI","elevation"
3130.12076822917,2017,138.140227639241,138.033405675025,138.425778341506,"OGI","elevation"
3186.80013020833,2017,138.171451853321,138.067140320028,138.456904551273,"OGI","elevation"
3243.4794921875,2017,138.173626733251,138.072273087121,138.461063883132,"OGI","elevation"
2733.365234375,2018,135.315177008272,135.119096060436,135.467066215315,"OGI","elevation"
2790.04459635417,2018,135.318303100675,135.121540195908,135.48864427352,"OGI","elevation"
2846.72395833333,2018,135.414733753355,135.218303575583,135.586263651571,"OGI","elevation"
2903.4033203125,2018,135.621935177331,135.405788545826,135.797531618526,"OGI","elevation"
2960.08268229167,2018,136.194864883358,135.967174533273,136.413343002363,"OGI","elevation"
3016.76204427083,2018,136.821041192171,136.694554479261,137.107073040453,"OGI","elevation"
3073.44140625,2018,137.200323097814,137.070548276817,137.399145862948,"OGI","elevation"
3130.12076822917,2018,137.232271417235,137.097096289341,137.454099880273,"OGI","elevation"
3186.80013020833,2018,137.278037157347,137.130319462008,137.494578849776,"OGI","elevation"
3243.4794921875,2018,137.282966007495,137.132822207096,137.503122385368,"OGI","elevation"
2733.365234375,2019,139.463372218294,138.60601249543,139.671431973628,"OGI","elevation"
2790.04459635417,2019,139.458791894382,138.605532963573,139.618854646991,"OGI","elevation"
2846.72395833333,2019,139.531918722004,138.682055631294,139.69580578319,"OGI","elevation"
2903.4033203125,2019,139.638361573254,138.821376851863,139.817923610605,"OGI","elevation"
2960.08268229167,2019,139.982021565389,139.285852905841,140.28261153486,"OGI","elevation"
